#Name	Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein Name
chromosome 5	NC_003076.8	6378400	6380287	+	832027	LUL3	AT5G19080	NP_197409.1	378	RING/U-box superfamily protein
chromosome 5	NC_003076.8	6387910	6389855	+	832028		AT5G19090	NP_001331474.1	587	Heavy metal transport/detoxification superfamily protein
chromosome 5	NC_003076.8	6408242	6409417	-	832030		AT5G19100	NP_197411.1	391	Eukaryotic aspartyl protease family protein
chromosome 5	NC_003076.8	6411720	6413278	-	832031		AT5G19110	NP_001331340.1	441	Eukaryotic aspartyl protease family protein
chromosome 5	NC_003076.8	6414585	6415745	+	832032		AT5G19120	NP_197413.1	386	Eukaryotic aspartyl protease family protein
chromosome 5	NC_003076.8	6416128	6418993	-	832033		AT5G19130	NP_197414.2	699	GPI transamidase component family protein / Gaa1-like family protein
chromosome 5	NC_003076.8	6423398	6425785	+	832034	AILP1	AT5G19140	NP_197415.1	234	aluminum induced protein with YGL and LRDR motifs
chromosome 5	NC_003076.8	6426280	6428402	-	832035		AT5G19150	NP_568369.1	365	pfkB-like carbohydrate kinase family protein
chromosome 5	NC_003076.8	6428572	6429547	+	6241041		AT5G19151	NP_001119251.1	74	hypothetical protein AT5G19151
chromosome 5	NC_003076.8	6430725	6432456	+	832036	TBL11	AT5G19160	NP_197417.1	464	TRICHOME BIREFRINGENCE-LIKE 11
chromosome 5	NC_003076.8	6445245	6447305	+	832037		AT5G19170	NP_197418.2	391	NEP-interacting protein	 putative (DUF239)
chromosome 5	NC_003076.8	6448182	6448704	-	3770620		AT5G19172	NP_001031901.1	84	Cysteine-rich protein
chromosome 5	NC_003076.8	6449803	6450245	-	3770621		AT5G19175	NP_001031902.1	82	Cysteine-rich protein
chromosome 5	NC_003076.8	6453375	6455750	+	832038	ECR1	AT5G19180	NP_568370.1	454	E1 C-terminal related 1
chromosome 5	NC_003076.8	6457349	6457918	+	832039		AT5G19190	NP_197420.1	154	hypothetical protein AT5G19190
chromosome 5	NC_003076.8	6458995	6460690	+	832040	TSC10B	AT5G19200	NP_197421.1	331	NAD(P)-binding Rossmann-fold superfamily protein
chromosome 5	NC_003076.8	6461444	6463687	+	832041		AT5G19210	NP_974812.1	472	P-loop containing nucleoside triphosphate hydrolases superfamily protein
chromosome 5	NC_003076.8	6463931	6466775	-	832042	APL1	AT5G19220	NP_197423.1	522	ADP glucose pyrophosphorylase large subunit 1
chromosome 5	NC_003076.8	6467636	6468337	+	832043		AT5G19230	NP_001331010.1	189	Glycoprotein membrane precursor GPI-anchored
chromosome 5	NC_003076.8	6470209	6470981	+	832044		AT5G19240	NP_197425.1	199	Glycoprotein membrane precursor GPI-anchored
chromosome 5	NC_003076.8	6471983	6472808	+	832045		AT5G19250	NP_197426.1	196	Glycoprotein membrane precursor GPI-anchored
chromosome 5	NC_003076.8	6479494	6480360	-	832046	FAF3	AT5G19260	NP_197427.1	288	FANTASTIC four-like protein (DUF3049)
chromosome 5	NC_003076.8	6485617	6487009	-	832047		AT5G19270	NP_568371.1	365	reverse transcriptase-like protein
chromosome 5	NC_003076.8	6488450	6493182	+	832048	KAPP	AT5G19280	NP_001154720.1	591	kinase associated protein phosphatase
chromosome 5	NC_003076.8	6494113	6495105	+	832049		AT5G19290	NP_197430.1	330	alpha/beta-Hydrolases superfamily protein
chromosome 5	NC_003076.8	6495593	6497987	+	832050		AT5G19300	NP_197431.2	398	methyltransferase C9orf114 protein
chromosome 5	NC_003076.8	6498906	6503432	+	832051	CHR23	AT5G19310	NP_197432.2	1064	homeotic protein regulator
chromosome 5	NC_003076.8	6504538	6504900	+	3770682		AT5G19315	NP_001031903.1	80	Defensin-like (DEFL) family protein
chromosome 5	NC_003076.8	6505310	6506947	-	832052	RANGAP2	AT5G19320	NP_001318597.1	545	RAN GTPase activating protein 2
chromosome 5	NC_003076.8	6508095	6512701	-	832053	ARIA	AT5G19330	NP_850852.1	710	ARM repeat protein interacting with ABF2
chromosome 5	NC_003076.8	6515371	6516162	-	832054		AT5G19340	NP_197435.2	263	hypothetical protein AT5G19340
chromosome 5	NC_003076.8	6518978	6521295	+	832055		AT5G19350	NP_197436.1	425	RNA-binding (RRM/RBD/RNP motifs) family protein
chromosome 5	NC_003076.8	6521716	6523780	-	832056	CPK34	AT5G19360	NP_197437.1	523	calcium-dependent protein kinase 34
chromosome 5	NC_003076.8	6524247	6526629	-	832057		AT5G19370	NP_568372.1	299	rhodanese-like domain-containing protein / PPIC-type PPIASE domain-containing protein
chromosome 5	NC_003076.8	6527017	6530445	-	832058	CLT1	AT5G19380	NP_001154721.1	507	CRT (chloroquine-resistance transporter)-like transporter 1
chromosome 5	NC_003076.8	6531906	6538206	+	832059		AT5G19390	NP_197440.2	870	Rho GTPase activation protein (RhoGAP) with PH domain-containing protein
chromosome 5	NC_003076.8	6540603	6544262	+	832060	SMG7	AT5G19400	NP_001190336.1	1059	Telomerase activating protein Est1
chromosome 5	NC_003076.8	6545237	6547138	-	832061	ABCG23	AT5G19410	NP_197442.2	633	ABC-2 type transporter family protein
chromosome 5	NC_003076.8	6547945	6552981	-	832062		AT5G19420	NP_001190338.1	1139	Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain-containing protein
chromosome 5	NC_003076.8	6554137	6555616	+	832063		AT5G19430	NP_001332225.1	256	RING/U-box superfamily protein
chromosome 5	NC_003076.8	6556493	6558123	+	832064		AT5G19440	NP_197445.1	326	NAD(P)-binding Rossmann-fold superfamily protein
chromosome 5	NC_003076.8	6558672	6561471	-	832065	CDPK19	AT5G19450	NP_197446.1	533	calcium-dependent protein kinase 19
chromosome 5	NC_003076.8	6563112	6565178	+	832066	NUDT20	AT5G19460	NP_197447.2	374	nudix hydrolase homolog 20
chromosome 5	NC_003076.8	6566357	6568496	+	832067	NUDT24	AT5G19470	NP_001318599.1	373	nudix hydrolase homolog 24
chromosome 5	NC_003076.8	6569421	6570680	+	3770676		AT5G19473	NP_001332461.1	134	RPM1-interacting protein 4 (RIN4) family protein
chromosome 5	NC_003076.8	6571828	6572929	+	832068		AT5G19480	NP_001331154.1	207	mediator of RNA polymerase II transcription subunit
chromosome 5	NC_003076.8	6573907	6576352	-	3770677		AT5G19485	NP_001031908.1	456	transferases/nucleotidyltransferase
chromosome 5	NC_003076.8	6576769	6578273	-	832069		AT5G19490	NP_197450.2	264	Histone superfamily protein
chromosome 5	NC_003076.8	6579019	6581699	+	832070		AT5G19500	NP_197451.2	505	Tryptophan/tyrosine permease
chromosome 5	NC_003076.8	6581854	6583137	-	832071		AT5G19510	NP_568375.2	224	Translation elongation factor EF1B/ribosomal protein S6 family protein
chromosome 5	NC_003076.8	6586079	6588771	+	832072	MSL9	AT5G19520	NP_001331595.1	742	mechanosensitive channel of small conductance-like 9
chromosome 5	NC_003076.8	6589176	6591091	-	832073	ACL5	AT5G19530	NP_568376.1	339	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
chromosome 5	NC_003076.8	6595748	6597724	+	832074		AT5G19540	NP_001318600.1	462	thermosome subunit gamma
chromosome 5	NC_003076.8	6598201	6601597	+	832075	ASP2	AT5G19550	NP_197456.1	405	aspartate aminotransferase 2
chromosome 5	NC_003076.8	6603234	6606130	+	832076	ROPGEF10	AT5G19560	NP_001331397.1	512	ROP uanine nucleotide exchange factor 10
chromosome 5	NC_003076.8	6606739	6607152	+	832077		AT5G19570	NP_197458.1	137	transmembrane protein
chromosome 5	NC_003076.8	6607595	6609517	-	832078		AT5G19580	NP_197459.1	594	glyoxal oxidase-related protein
chromosome 5	NC_003076.8	6611092	6611283	+	28721178		AT5G19595	NP_001332739.1	63	hypothetical protein AT5G19595
chromosome 5	NC_003076.8	6611614	6612069	-	832079		AT5G19590	NP_001332740.1	151	DUF538 family protein (Protein of unknown function	 DUF538)
chromosome 5	NC_003076.8	6613113	6616891	-	832080	SULTR3;5	AT5G19600	NP_568377.1	634	sulfate transporter 3;5
chromosome 5	NC_003076.8	6617746	6622045	-	832081	GNL2	AT5G19610	NP_197462.1	1375	GNOM-like 2
chromosome 5	NC_003076.8	6623323	6627641	+	832082	OEP80	AT5G19620	NP_568378.1	732	outer envelope protein of 80 kDa
chromosome 5	NC_003076.8	6628147	6629937	-	832083		AT5G19630	NP_568379.2	228	alpha/beta-Hydrolases superfamily protein
chromosome 5	NC_003076.8	6631434	6631713	+	28721179		AT5G19633	NP_001332354.1	63	hypothetical protein AT5G19633
chromosome 5	NC_003076.8	6636460	6638590	+	832084		AT5G19640	NP_001318602.1	609	Major facilitator superfamily protein
chromosome 5	NC_003076.8	6639632	6640297	-	832085	OFP8	AT5G19650	NP_197466.1	221	ovate family protein 8
chromosome 5	NC_003076.8	6642118	6646418	-	832086	S1P	AT5G19660	NP_197467.1	1038	SITE-1 protease
chromosome 5	NC_003076.8	6647025	6649358	+	832087		AT5G19670	NP_001332525.1	610	Exostosin family protein
chromosome 5	NC_003076.8	6649076	6649316	-	28721180		AT5G19675	NP_001332524.1	70	hypothetical protein AT5G19675
chromosome 5	NC_003076.8	6649663	6651564	+	832088		AT5G19680	NP_197469.1	328	Leucine-rich repeat (LRR) family protein
chromosome 5	NC_003076.8	6652649	6658214	+	832089	STT3A	AT5G19690	NP_568380.1	779	staurosporin and temperature sensitive 3-like A
chromosome 5	NC_003076.8	6660821	6662347	-	832090		AT5G19700	NP_197471.1	508	MATE efflux family protein
chromosome 5	NC_003076.8	6664745	6666107	-	832091		AT5G19710	NP_197472.1	114	histidine containing phosphotransfer protein
chromosome 5	NC_003076.8	6667664	6668587	+	832092		AT5G19720	NP_197473.1	170	Ribosomal protein L25/Gln-tRNA synthetase	 anti-codon-binding domain-containing protein
chromosome 5	NC_003076.8	6670562	6673202	+	832093		AT5G19730	NP_197474.1	383	Pectin lyase-like superfamily protein
chromosome 5	NC_003076.8	6673986	6676767	+	832094		AT5G19740	NP_197475.2	681	Peptidase M28 family protein
chromosome 5	NC_003076.8	6677124	6679127	+	832095		AT5G19750	NP_197476.1	288	Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein
chromosome 5	NC_003076.8	6679591	6681845	-	832096		AT5G19760	NP_197477.1	298	Mitochondrial substrate carrier family protein
chromosome 5	NC_003076.8	6682761	6684474	-	832097	TUA3	AT5G19770	NP_197478.1	450	tubulin alpha-3
chromosome 5	NC_003076.8	6687212	6688926	+	832098	TUA5	AT5G19780	NP_197479.1	450	tubulin alpha-5
chromosome 5	NC_003076.8	6689271	6690032	-	832099	RAP2.11	AT5G19790	NP_197480.1	253	related to AP2 11
chromosome 5	NC_003076.8	6690648	6690938	+	28721181		AT5G19800	NP_001318603.1	96	hydroxyproline-rich glycoprotein family protein
chromosome 5	NC_003076.8	6693052	6693801	+	832101		AT5G19810	NP_197482.1	249	Proline-rich extensin-like family protein
chromosome 5	NC_003076.8	6695731	6701247	-	832102	emb2734	AT5G19820	NP_197483.1	1116	ARM repeat superfamily protein
chromosome 5	NC_003076.8	6703383	6705125	+	832103		AT5G19830	NP_197484.4	219	Peptidyl-tRNA hydrolase family protein
chromosome 5	NC_003076.8	6705372	6709063	+	832104		AT5G19840	NP_001190341.1	549	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
chromosome 5	NC_003076.8	6709976	6711662	-	832105		AT5G19850	NP_568381.1	359	alpha/beta-Hydrolases superfamily protein
chromosome 5	NC_003076.8	6712166	6713445	-	832106	RbcX2	AT5G19855	NP_568382.1	203	Chaperonin-like RbcX protein
chromosome 5	NC_003076.8	6714533	6715837	-	832107		AT5G19860	NP_568383.1	181	transmembrane protein	 putative (Protein of unknown function	 DUF538)
chromosome 5	NC_003076.8	6716182	6717012	-	832108		AT5G19870	NP_197487.1	276	transmembrane epididymal protein (DUF716)
chromosome 5	NC_003076.8	6718412	6718783	+	832109		AT5G19875	NP_568384.1	123	transmembrane protein
chromosome 5	NC_003076.8	6720578	6722411	-	832110		AT5G19880	NP_197488.1	329	Peroxidase superfamily protein
chromosome 5	NC_003076.8	6724372	6725877	-	832111		AT5G19890	NP_568385.1	328	Peroxidase superfamily protein
chromosome 5	NC_003076.8	6728561	6730045	-	832112		AT5G19900	NP_001318605.1	494	PRLI-interacting factor
chromosome 5	NC_003076.8	6731484	6732821	-	832113	MED31	AT5G19910	NP_001190342.1	226	SOH1 family protein
chromosome 5	NC_003076.8	6733622	6737266	-	832114		AT5G19920	NP_197492.1	656	Transducin/WD40 repeat-like superfamily protein
chromosome 5	NC_003076.8	6737872	6739283	-	832115		AT5G19930	NP_568386.1	288	integral membrane protein (Protein of unknown function DUF92	 transmembrane)
chromosome 5	NC_003076.8	6739693	6740661	+	832116		AT5G19940	NP_197494.1	239	Plastid-lipid associated protein PAP / fibrillin family protein
chromosome 5	NC_003076.8	6741163	6743702	-	832117		AT5G19950	NP_568387.1	443	tudor domain protein (DUF1767)
chromosome 5	NC_003076.8	6744029	6746133	+	832118		AT5G19960	NP_568388.1	337	RNA-binding (RRM/RBD/RNP motifs) family protein
chromosome 5	NC_003076.8	6747433	6748641	+	832119		AT5G19970	NP_197497.2	402	GRAS family transcription factor family protein
chromosome 5	NC_003076.8	6749907	6750932	-	832120	GONST4	AT5G19980	NP_197498.1	341	golgi nucleotide sugar transporter 4
chromosome 5	NC_003076.8	6752144	6754918	+	832121	RPT6A	AT5G19990	NP_001318606.1	419	regulatory particle triple-A ATPase 6A
chromosome 5	NC_003076.8	6756915	6759550	+	832122		AT5G20000	NP_197500.1	419	AAA-type ATPase family protein
chromosome 5	NC_003076.8	6760364	6761747	+	832123	RAN-1	AT5G20010	NP_197501.1	221	RAS-related nuclear protein-1
chromosome 5	NC_003076.8	6762817	6764381	+	832124	RAN2	AT5G20020	NP_197502.1	221	RAS-related GTP-binding nuclear protein 2
chromosome 5	NC_003076.8	6764971	6766036	-	832125		AT5G20030	NP_001330569.1	326	Plant Tudor-like RNA-binding protein
chromosome 5	NC_003076.8	6767939	6770980	-	832126	IPT9	AT5G20040	NP_001190344.1	469	isopentenyltransferase 9
chromosome 5	NC_003076.8	6771924	6772157	-	2745992		AT5G20045	NP_974814.1	77	transmembrane protein
chromosome 5	NC_003076.8	6774381	6775739	+	832127		AT5G20050	NP_197505.1	452	Protein kinase superfamily protein
chromosome 5	NC_003076.8	6776800	6779447	+	832128		AT5G20060	NP_001331839.1	252	alpha/beta-Hydrolases superfamily protein
chromosome 5	NC_003076.8	6779893	6782308	+	832129	NUDX19	AT5G20070	NP_197507.1	438	nudix hydrolase homolog 19
chromosome 5	NC_003076.8	6782708	6786360	+	832130		AT5G20080	NP_568391.1	328	FAD/NAD(P)-binding oxidoreductase
chromosome 5	NC_003076.8	6787246	6788000	-	832131		AT5G20090	NP_001330067.1	110	Uncharacterized protein family (UPF0041)
chromosome 5	NC_003076.8	6790153	6790494	+	832132		AT5G20100	NP_197510.1	113	plant/protein
chromosome 5	NC_003076.8	6791542	6793253	-	832133		AT5G20110	NP_197511.1	209	Dynein light chain type 1 family protein
chromosome 5	NC_003076.8	6795889	6796921	+	832134		AT5G20120	NP_001331187.1	188	testis- and ovary-specific PAZ domain protein
chromosome 5	NC_003076.8	6797398	6798700	+	832135		AT5G20130	NP_001332651.1	231	sulfate adenylyltransferase subunit
chromosome 5	NC_003076.8	6799066	6800892	-	832136	HBP5	AT5G20140	NP_001190345.1	395	SOUL heme-binding family protein
chromosome 5	NC_003076.8	6802429	6803367	+	832137	SPX1	AT5G20150	NP_197515.1	256	SPX domain-containing protein 1
chromosome 5	NC_003076.8	6804075	6805102	-	832138		AT5G20160	NP_850856.1	160	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein
chromosome 5	NC_003076.8	6805962	6806730	-	832139		AT5G20165	NP_001318607.1	91	kish-A-like protein
chromosome 5	NC_003076.8	6807554	6810729	-	832140		AT5G20170	NP_197517.3	653	RNA polymerase II transcription mediator
chromosome 5	NC_003076.8	6811312	6811910	+	832141		AT5G20180	NP_001330928.1	103	Ribosomal protein L36
chromosome 5	NC_003076.8	6814093	6815171	+	832142		AT5G20190	NP_197519.1	290	Tetratricopeptide repeat (TPR)-like superfamily protein
chromosome 5	NC_003076.8	6816776	6821620	+	832143		AT5G20200	NP_197520.1	762	nucleoporin-like protein
chromosome 5	NC_003076.8	6822160	6825771	+	832144		AT5G20220	NP_001330528.1	409	zinc knuckle (CCHC-type) family protein
chromosome 5	NC_003076.8	6826626	6827408	+	832145	BCB	AT5G20230	NP_197523.1	196	blue-copper-binding protein
chromosome 5	NC_003076.8	6829203	6831208	+	832146	PI	AT5G20240	NP_197524.1	208	K-box region and MADS-box transcription factor family protein
chromosome 5	NC_003076.8	6833730	6836635	+	832147	DIN10	AT5G20250	NP_001190347.1	844	Raffinose synthase family protein
chromosome 5	NC_003076.8	6836806	6839556	-	832148		AT5G20260	NP_197526.6	466	Exostosin family protein
chromosome 5	NC_003076.8	6841025	6842656	-	832149	HHP1	AT5G20270	NP_197527.1	332	heptahelical transmembrane protein1
chromosome 5	NC_003076.8	6844994	6849997	-	832150	SPS1F	AT5G20280	NP_197528.1	1043	sucrose phosphate synthase 1F
chromosome 5	NC_003076.8	6851695	6853012	-	832151		AT5G20290	NP_197529.1	222	Ribosomal protein S8e family protein
chromosome 5	NC_003076.8	6853544	6856332	-	832152	Toc90	AT5G20300	NP_001329949.1	793	Avirulence induced gene (AIG1) family protein
chromosome 5	NC_003076.8	6857553	6859001	+	832153		AT5G20310	NP_197531.1	394	Adenine nucleotide alpha hydrolases-like superfamily protein
chromosome 5	NC_003076.8	6859571	6869068	-	832154	DCL4	AT5G20320	NP_197532.3	1702	dicer-like 4
chromosome 5	NC_003076.8	6871620	6872657	+	832155	BETAG4	AT5G20330	NP_197533.1	345	beta-1	3-glucanase 4
chromosome 5	NC_003076.8	6874787	6875851	+	832156	BG5	AT5G20340	NP_197534.1	354	beta-1	3-glucanase 5
chromosome 5	NC_003076.8	6876772	6881102	+	832157	TIP1	AT5G20350	NP_197535.2	620	Ankyrin repeat family protein with DHHC zinc finger domain-containing protein
chromosome 5	NC_003076.8	6882121	6884630	-	832158	Phox3	AT5G20360	NP_001332690.1	809	Octicosapeptide/Phox/Bem1p (PB1) domain-containing protein / tetratricopeptide repeat (TPR)-containing protein
chromosome 5	NC_003076.8	6886931	6887458	-	832159		AT5G20370	NP_197537.1	175	serine-rich protein-like protein
chromosome 5	NC_003076.8	6887936	6892514	-	832160	PHT4;5	AT5G20380	NP_001330368.1	569	phosphate transporter 4;5
chromosome 5	NC_003076.8	6892982	6894016	-	832161		AT5G20390	NP_197539.1	344	Glycosyl hydrolase superfamily protein
chromosome 5	NC_003076.8	6894871	6896185	+	832162		AT5G20400	NP_197540.1	348	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
chromosome 5	NC_003076.8	6896765	6898581	+	832163	MGD2	AT5G20410	NP_568394.2	468	monogalactosyldiacylglycerol synthase 2
chromosome 5	NC_003076.8	6899015	6903266	-	832164	CHR42	AT5G20420	NP_197542.1	1261	chromatin remodeling 42
chromosome 5	NC_003076.8	6904705	6905391	+	832165		AT5G20430	NP_197543.1	122	Mob1/phocein family protein
chromosome 5	NC_003076.8	6908646	6909996	+	832166		AT5G20440	NP_197544.3	216	Mob1/phocein family protein
chromosome 5	NC_003076.8	6910417	6910515	+	6240473		AT5G20447	NP_001119256.1	32	hypothetical protein AT5G20447
chromosome 5	NC_003076.8	6910684	6912639	-	832167		AT5G20450	NP_001330932.1	372	myosin
chromosome 5	NC_003076.8	6914303	6914855	+	832168		AT5G20460	NP_197546.1	50	hypothetical protein AT5G20460
chromosome 5	NC_003076.8	6916324	6920120	-	832169	HDK	AT5G20470	NP_197547.1	556	myosin
chromosome 5	NC_003076.8	6922497	6925679	+	832170	EFR	AT5G20480	NP_001318610.1	1031	EF-TU receptor
chromosome 5	NC_003076.8	6927064	6937380	-	832171	XIK	AT5G20490	NP_001318612.1	1531	myosin family protein with Dil
chromosome 5	NC_003076.8	6938652	6939665	+	832172		AT5G20500	NP_197550.1	135	Glutaredoxin family protein
chromosome 5	NC_003076.8	6939991	6942846	-	832173	AL5	AT5G20510	NP_197551.2	260	alfin-like 5
chromosome 5	NC_003076.8	6943536	6946315	-	832174	WAV2	AT5G20520	NP_568395.1	308	alpha/beta-Hydrolases superfamily protein
chromosome 5	NC_003076.8	6947943	6951760	+	832176	BRXL4	AT5G20540	NP_197554.2	384	BREVIS RADIX-like 4
chromosome 5	NC_003076.8	6952569	6953856	-	832177		AT5G20550	NP_197555.1	349	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
chromosome 5	NC_003076.8	6955368	6956381	+	832178		AT5G20560	NP_001318613.1	337	Glycosyl hydrolase superfamily protein
chromosome 5	NC_003076.8	6956905	6958221	-	832179	RBX1	AT5G20570	NP_001154725.1	142	RING-box 1
chromosome 5	NC_003076.8	6958790	6962592	-	832180		AT5G20580	NP_974816.1	348	TMEM192 family protein
chromosome 5	NC_003076.8	6963517	6966006	+	832181	TBL5	AT5G20590	NP_197559.1	485	TRICHOME BIREFRINGENCE-LIKE 5
chromosome 5	NC_003076.8	6966345	6967943	-	832182		AT5G20600	NP_197560.2	532	ribosomal RNA processing-like protein
chromosome 5	NC_003076.8	6969184	6972794	+	832183		AT5G20610	NP_197561.1	1164	EEIG1/EHBP1 protein amino-terminal domain protein
chromosome 5	NC_003076.8	6973315	6974463	-	832184	UBQ4	AT5G20620	NP_568397.1	382	ubiquitin 4
chromosome 5	NC_003076.8	6975315	6975950	-	832185	GER3	AT5G20630	NP_197563.1	211	germin 3
chromosome 5	NC_003076.8	6979314	6981767	-	832186	AGG3	AT5G20635	NP_680175.2	251	guanine nucleotide-binding protein subunit gamma
chromosome 5	NC_003076.8	6984379	6985205	+	832187		AT5G20640	NP_197564.1	215	LURP-one-like protein (DUF567)
chromosome 5	NC_003076.8	6985481	6985921	-	832188	COPT5	AT5G20650	NP_197565.1	146	copper transporter 5
chromosome 5	NC_003076.8	6986402	6990947	+	832189		AT5G20660	NP_197566.1	910	Zn-dependent exopeptidases superfamily protein
chromosome 5	NC_003076.8	6993332	6993793	-	832190		AT5G20670	NP_197567.1	153	DUF1677 family protein (DUF1677)
chromosome 5	NC_003076.8	6998946	7001596	+	832191	TBL16	AT5G20680	NP_001332054.1	551	TRICHOME BIREFRINGENCE-LIKE 16
chromosome 5	NC_003076.8	7002453	7004551	+	832192	PRK6	AT5G20690	NP_197569.2	659	Leucine-rich repeat protein kinase family protein
chromosome 5	NC_003076.8	7006178	7007003	-	832193		AT5G20700	NP_197570.1	248	senescence-associated family protein	 putative (DUF581)
chromosome 5	NC_003076.8	7010536	7013994	+	832194	BGAL7	AT5G20710	NP_568399.4	826	beta-galactosidase 7
chromosome 5	NC_003076.8	7015015	7016354	+	832195	CPN20	AT5G20720	NP_001331898.1	253	chaperonin 20
chromosome 5	NC_003076.8	7016704	7021504	-	832196	NPH4	AT5G20730	NP_851046.1	1165	Transcriptional factor B3 family protein / auxin-responsive factor AUX/IAA-like protein
chromosome 5	NC_003076.8	7025867	7026586	-	832197		AT5G20740	NP_001332017.1	239	Plant invertase/pectin methylesterase inhibitor superfamily protein
chromosome 5	NC_003076.8	7040046	7040627	-	832202		AT5G20790	NP_568401.1	193	transmembrane protein
chromosome 5	NC_003076.8	7044791	7045363	+	832204		AT5G20810	NP_001031914.1	190	SAUR-like auxin-responsive protein family
chromosome 5	NC_003076.8	7046911	7047294	-	832205		AT5G20820	NP_197582.1	127	SAUR-like auxin-responsive protein family
chromosome 5	NC_003076.8	7050599	7054032	-	832206	SUS1	AT5G20830	NP_001332603.1	808	sucrose synthase 1
chromosome 5	NC_003076.8	7061638	7068572	-	832207		AT5G20840	NP_197584.2	831	Phosphoinositide phosphatase family protein
chromosome 5	NC_003076.8	7070758	7072860	-	832208	RAD51	AT5G20850	NP_568402.1	342	RAS associated with diabetes protein 51
chromosome 5	NC_003076.8	7076971	7079077	-	832209		AT5G20860	NP_001331066.1	538	Plant invertase/pectin methylesterase inhibitor superfamily
chromosome 5	NC_003076.8	7080037	7081739	-	832210		AT5G20870	NP_197587.1	501	O-Glycosyl hydrolases family 17 protein
chromosome 5	NC_003076.8	7084133	7084663	-	832212		AT5G20885	NP_568404.1	176	RING/U-box superfamily protein
chromosome 5	NC_003076.8	7087020	7089906	-	832213		AT5G20890	NP_197589.1	527	TCP-1/cpn60 chaperonin family protein
chromosome 5	NC_003076.8	7090883	7092201	+	832214	JAZ12	AT5G20900	NP_197590.1	187	jasmonate-zim-domain protein 12
chromosome 5	NC_003076.8	7092663	7094310	-	832215	AIP2	AT5G20910	NP_197591.1	310	RING/U-box superfamily protein
chromosome 5	NC_003076.8	7094994	7096661	-	832216	EIF2 BETA	AT5G20920	NP_001078610.1	268	eukaryotic translation initiation factor 2 beta subunit
chromosome 5	NC_003076.8	7098213	7102970	+	832217	TSL	AT5G20930	NP_568405.1	688	Protein kinase superfamily protein
chromosome 5	NC_003076.8	7103448	7103945	+	832218	CRR42	AT5G20935	NP_568406.2	121	DUF3148 family protein
chromosome 5	NC_003076.8	7104076	7106653	-	832219		AT5G20940	NP_197594.2	626	Glycosyl hydrolase family protein
chromosome 5	NC_003076.8	7107609	7111385	-	832220		AT5G20950	NP_001332146.1	702	Glycosyl hydrolase family protein
chromosome 5	NC_003076.8	7116783	7122338	+	832221	AO1	AT5G20960	NP_851049.1	1368	aldehyde oxidase 1
chromosome 5	NC_003076.8	7123132	7124001	+	832222		AT5G20970	NP_197597.1	249	HSP20-like chaperones superfamily protein
chromosome 5	NC_003076.8	7124397	7128353	-	832223	MS3	AT5G20980	NP_001078611.1	812	methionine synthase 3
chromosome 5	NC_003076.8	7128737	7133397	-	832224	B73	AT5G20990	NP_197599.1	670	molybdopterin biosynthesis CNX1 protein / molybdenum cofactor biosynthesis enzyme CNX1 (CNX1)
chromosome 5	NC_003076.8	7134316	7134946	+	28721182		AT5G20995	NP_001332399.1	116	hypothetical protein AT5G20995
chromosome 5	NC_003076.8	7136062	7138374	+	832225	BPM5	AT5G21010	NP_197600.1	410	BTB-POZ and MATH domain 5
chromosome 5	NC_003076.8	7139023	7139151	+	832226		AT5G21020	NP_974818.1	42	transmembrane protein
chromosome 5	NC_003076.8	7139892	7144272	-	832227		AT5G21030	NP_001331316.1	854	PAZ domain-containing protein / piwi domain-containing protein
chromosome 5	NC_003076.8	7145058	7146677	-	832228	FBX2	AT5G21040	NP_001331436.1	539	F-box protein 2
chromosome 5	NC_003076.8	7147890	7148957	+	832229		AT5G21050	NP_197604.1	355	hyccin
chromosome 5	NC_003076.8	7149153	7152745	-	832230		AT5G21060	NP_001031916.1	378	Glyceraldehyde-3-phosphate dehydrogenase-like family protein
chromosome 5	NC_003076.8	7156356	7157490	+	832231		AT5G21070	NP_197606.1	225	Fe(3+) dicitrate transport system permease
chromosome 5	NC_003076.8	7158035	7162906	-	832232		AT5G21080	NP_197607.5	1025	Uncharacterized protein AT5G21080
chromosome 5	NC_003076.8	7164758	7166904	+	832233		AT5G21090	NP_197608.1	218	Leucine-rich repeat (LRR) family protein
chromosome 5	NC_003076.8	7168312	7170719	+	832234		AT5G21100	NP_197609.1	573	Plant L-ascorbate oxidase
chromosome 5	NC_003076.8	7172727	7177409	+	832235		AT5G21105	NP_680176.5	588	Plant L-ascorbate oxidase
chromosome 5	NC_003076.8	7182608	7184185	+	832237	EIL2	AT5G21120	NP_001332194.1	525	ETHYLENE-INSENSITIVE3-like 2
chromosome 5	NC_003076.8	7185048	7185428	-	832238		AT5G21125	NP_850858.1	126	hypothetical protein AT5G21125
chromosome 5	NC_003076.8	7185968	7186813	+	832239		AT5G21130	NP_197612.1	281	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
